reaction	reaction energy	raw id
[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:16])([H:17])[C:6]([H:18])([H:19])[O:7]1)([H:8])([H:9])[H:10]>>[H:16].[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:17])[C:6]([H:18])([H:19])[O:7]1)([H:8])([H:9])[H:10]	98.79313443	65
[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]>>[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16].[O:6][H:14]	83.26416921	30
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([H:19])[c:9]1[H:20])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11]>>[H:17].[N:1]([C:2]([C:3]([c:4]1[c:5]([H:16])[c:6][c:7]([H:18])[c:8]([H:19])[c:9]1[H:20])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11]	110.8701726	119
[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]>>[H:17].[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]	109.502203	41
[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13])([H:11])[H:12]>>[H:14].[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])[H:15])[H:13])([H:11])[H:12]	89.60640267	86
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10]>>[C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12].[N:1]([H:9])[H:10]	90.37384618	96
[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]1[H:23])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]>>[H:15].[C:1]([C@:2]([N:3][H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]1[H:23])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]	99.42064343	107
[C:1]([C:2]([H:6])([H:7])[H:8])([H:3])([H:4])[H:5]>>[C:1]([H:3])([H:4])[H:5].[C:2]([H:6])([H:7])[H:8]	90.66563787	60
[C:1]([C@:2]([O:3][H:11])([C:4](=[O:5])[O:6][H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@:2]([O:3][H:11])([C:4]=[O:5])[H:10])([H:7])([H:8])[H:9].[O:6][H:12]	112.5518968	26
[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]>>[H:16].[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10]	93.13802333	36
[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([C:5]1=[C:6]([H:19])[C:7]([H:20])([H:21])[C:8]([H:22])([H:23])[C:9]([H:24])=[C:10]1[H:25])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]>>[H:22].[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([C:5]1=[C:6]([H:19])[C:7]([H:20])([H:21])[C:8]([H:23])[C:9]([H:24])=[C:10]1[H:25])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]	75.31614022	127
[C:1]([C@:2]([O:3][H:11])([C:4](=[O:5])[O:6][H:12])[H:10])([H:7])([H:8])[H:9]>>[H:11].[C:1]([C@:2]([O:3])([C:4](=[O:5])[O:6][H:12])[H:10])([H:7])([H:8])[H:9]	107.3511022	28
[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]>>[H:20].[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]	109.2179414	43
[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]>>[C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15].[N:1]([C:2]([C:3]([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]	86.31386295	2
[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8]>>[H:6].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:7])[H:8]	100.991926	23
[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]>>[H:20].[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1)([H:14])[H:15])([H:11])([H:12])[H:13]	114.3233547	20
[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15])([H:9])[H:10]>>[H:11].[N:1]([c:2]1[c:3][c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15])([H:9])[H:10]	111.2711509	71
[C:1]([C:2]([N:3]([C:4](=[O:5])[O:6][H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:4]=[O:5])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[O:6][H:13]	111.9921587	77
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10]>>[H:9].[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])[H:10]	98.96758193	99
[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13])([H:11])[H:12]>>[N:1]([N:2]([C:3]([H:14])[H:15])[H:13])([H:11])[H:12].[C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17]	70.59036994	82
[C:1]([C:2]([N:3]([C:4](=[O:5])[O:6][H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[H:13].[C:1]([C:2]([N:3]([C:4]([O:5])=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]	112.1597036	79
[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15])([H:9])[H:10]>>[c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15].[N:1]([H:9])[H:10]	106.0803965	68
[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]1[H:23])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]>>[H:21].[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8][c:9]([H:22])[c:10]1[H:23])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]	111.2636208	111
[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]>>[C:5]([O:6][H:14])([H:12])[H:13].[O:1]=[C:2]1[C:3]([H:11])=[C:4][O:7][C:8]([H:15])=[C:9]1[O:10][H:16]	109.6791606	29
[C:1](=[O:2])([H:3])[H:4]>>[H:3].[C:1](=[O:2])[H:4]	87.3837658	67
[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([C:5]1=[C:6]([H:19])[C:7]([H:20])([H:21])[C:8]([H:22])([H:23])[C:9]([H:24])=[C:10]1[H:25])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]>>[H:15].[C:1]([C@:2]([N:3][H:16])([C:4]([C:5]1=[C:6]([H:19])[C:7]([H:20])([H:21])[C:8]([H:22])([H:23])[C:9]([H:24])=[C:10]1[H:25])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]	99.27443384	123
[O:1]=[C:2]([C:3]([C:4]([C:5]([C:6](=[O:7])[O:8][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])[H:9]>>[H:9].[O:1]=[C:2][C:3]([C:4]([C:5]([C:6](=[O:7])[O:8][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11]	88.39593781	52
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10]>>[N:1]([C:2]([H:11])[H:12])([H:9])[H:10].[C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14]	72.85253988	97
[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]>>[H:16].[C:1]([C:2]([O:3][c:4]1[c:5][c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]	114.1056091	16
[O:1]=[C:2]([O:3][H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]([O:7][H:15])([H:14])[C:8]([H:16])([H:17])[N:9]1[H:18]>>[H:18].[O:1]=[C:2]([O:3][H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]([O:7][H:15])([H:14])[C:8]([H:16])([H:17])[N:9]1	93.18320397	95
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10]>>[H:13].[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])[H:14])([H:11])[H:12])([H:9])[H:10]	86.30382281	101
[O:1]=[C:2]([O:3][H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]([O:7][H:15])([H:14])[C:8]([H:16])([H:17])[N:9]1[H:18]>>[H:12].[O:1]=[C:2]([O:3][H:10])[C@:4]1([H:11])[C:5]([H:13])[C@@:6]([O:7][H:15])([H:14])[C:8]([H:16])([H:17])[N:9]1[H:18]	101.6370052	92
[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]>>[H:18].[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7][c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]	112.8574936	18
[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]>>[H:14].[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]	104.6477934	34
[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]>>[H:18].[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])[H:19])[H:16])[H:14])[H:12])[H:11]	93.01189402	42
[O:1]=[C:2]1[C:3]([H:11])=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]>>[H:11].[O:1]=[C:2]1[C:3]=[C:4]([C:5]([O:6][H:14])([H:12])[H:13])[O:7][C:8]([H:15])=[C:9]1[O:10][H:16]	115.5877853	32
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([H:19])[c:9]1[H:20])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11]>>[N:1]([C:2]([C:3]([H:14])[H:15])([H:12])[H:13])([H:10])[H:11].[c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([H:19])[c:9]1[H:20]	101.4079644	114
[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15])([H:9])[H:10]>>[H:14].[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6][c:7]1[O:8][H:15])([H:9])[H:10]	111.0647004	74
[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:16])([H:17])[C:6]([H:18])([H:19])[O:7]1)([H:8])([H:9])[H:10]>>[H:8].[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:16])([H:17])[C:6]([H:18])([H:19])[O:7]1)([H:9])[H:10]	102.1201872	62
[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]>>[C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13].[N:1]([C:2]([H:10])[H:11])([H:8])[H:9]	82.34424102	1
[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13])([H:11])[H:12]>>[N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13].[N:1]([H:11])[H:12]	66.5366618	80
[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]>>[H:10].[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])[H:11])([H:8])[H:9]	93.32251097	6
[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]1[H:23])([H:17])[H:18])[H:14])([H:11])([H:12])[H:13]>>[H:17].[C:1]([C@:2]([N:3]([H:15])[H:16])([C:4]([c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([H:22])[c:10]1[H:23])[H:18])[H:14])([H:11])([H:12])[H:13]	88.76303058	108
[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[O:8][H:15])([H:9])[H:10]>>[O:8][H:15].[N:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1)([H:9])[H:10]	113.0200185	69
[O:1]=[C:2]([C@:3]([O:4][H:13])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]>>[H:13].[O:1]=[C:2]([C@:3]([O:4])([C@:5]([O:6][H:15])([C@:7]([O:8][H:17])([C:9]([O:10][H:20])([H:18])[H:19])[H:16])[H:14])[H:12])[H:11]	109.2668872	39
[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6]([H:18])[c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13])([H:11])[H:12]>>[H:18].[N:1]([N:2]([C:3]([C:4]([c:5]1[c:6][c:7]([H:19])[c:8]([H:20])[c:9]([H:21])[c:10]1[H:22])([H:16])[H:17])([H:14])[H:15])[H:13])([H:11])[H:12]	110.8093043	88
[C:1]([N:2]=[C:3]([N:4]([H:9])[H:10])[N:5]([H:11])[H:12])([H:6])([H:7])[H:8]>>[H:6].[C:1]([N:2]=[C:3]([N:4]([H:9])[H:10])[N:5]([H:11])[H:12])([H:7])[H:8]	87.90271574	59
[C:1]([O:2][H:6])([H:3])([H:4])[H:5]>>[H:3].[C:1]([O:2][H:6])([H:4])[H:5]	94.95654441	45
[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]>>[H:16].[N:1]([C:2]([C:3]([C:4]([C:5]([O:6])=[O:7])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]	113.0099783	9
[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10]>>[H:11].[N:1]([C:2]([C:3]([c:4]1[c:5]([H:15])[n:6][c:7]([H:16])[n:8]1[H:17])([H:13])[H:14])[H:12])([H:9])[H:10]	92.41011289	100
[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9][H:19])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]>>[H:19].[C:1]([C:2]([O:3][c:4]1[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]([O:9])[c:10]1[H:20])([H:14])[H:15])([H:11])([H:12])[H:13]	87.9140109	19
[N:1]([C:2]([C:3]([C:4]([C:5](=[O:6])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]>>[C:5](=[O:6])[O:7][H:16].[N:1]([C:2]([C:3]([C:4]([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9]	95.89843542	3
[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8]>>[C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15].[C:1]([H:6])([H:7])[H:8]	85.55771461	21
